gender;d_age;attractive_o;sinsere_o;intelligence_o;funny_o;ambitous_o;attractive_partner;sincere_partner;intelligence_partner;funny_partner;ambition_partner;exercise;clubbing;tv;shopping;interests_correlate;like;match
0;1;6;7;7;6;7;9;9;9;9;9;6;6;1;2;-16;9;0
1;5;5;5;6;4;7;10;9;9;9;9;7;9;6;5;-17;9;0
0;3;5;7;8;6;7;10;9;8;8;5;9;5;4;5;-18;9;0
0;7;5;5;6;5;7;8;9;8;10;9;1;6;7;4;-18;9;0
0;10;9;8;8;9;8;6;7;10;9;6;7;6;10;10;-21;9;0
0;0;4;2;2;9;9;8;8;8;8;8;8;8;10;8;-22;9;0
1;4;3;10;10;6;4;6;8;7;9;5;10;3;10;5;-23;9;0
1;3;2;7;9;2;4;9;9;9;7;8;2;1;10;9;-25;9;0
1;1;5;10;5;6;6;9;9;10;8;9;3;3;6;7;-26;9;0
0;2;7;9;10;10;9;10;9;10;10;9;5;8;2;5;-26;9;0
1;4;7;7;7;7;5;4;7;7;9;8;6;7;6;6;-27;9;0
1;3;5;4;5;4;5;9;10;7;5;10;6;7;8;10;-28;9;0
1;1;5;5;5;5;5;9;9;8;10;7;7;6;7;10;-28;9;0
1;2;6;8;10;7;5;10;9;9;9;8;2;1;10;9;-29;9;0
1;6;4;7;7;5;5;9;8;7;8;9;5;5;9;9;-31;9;0
0;0;4;4;3;3;3;10;10;10;9;9;5;8;2;5;-34;9;0
0;3;6;6;7;3;7;10;10;10;9;10;9;0;7;2;-34;9;0
1;6;10;8;8;9;8;9;7;8;8;7;8;1;1;7;-35;9;0
0;15;6;9;8;6;8;5;8;6;10;5;9;1;1;2;-35;9;0
1;0;7;4;6;9;8;7;8;8;10;10;6;1;10;9;-36;9;0
0;2;6;9;8;8;10;9;8;8;8;8;9;8;8;3;-36;9;0
0;3;7;8;10;7;9;9;7;6;8;6;8;2;4;1;-38;9;0
1;1;5;8;8;6;6;8;9;7;8;7;1;1;3;1;-38;9;0
0;4;4;6;5;4;5;10;9;9;9;9;6;6;1;2;-39;9;0
0;2;5;9;9;8;7;7;9;9;8;7;6;9;8;7;-41;9;0
0;1;6;8;8;4;7;9;9;9;9;9;6;5;7;10;-42;9;0
0;1;3;1;8;1;9;1;8;8;8;8;7;4;7;2;-46;9;0
0;3;3;9;9;7;9;9;9;9;8;8;5;8;2;5;-52;9;0
0;2;6;7;7;6;6;7;7;7;7;7;7;7;2;7;-55;9;0
1;5;7;6;8;5;7;8;8;10;10;9;5;6;8;7;91;8;0
0;1;5;9;8;1;10;7;6;7;5;5;8;8;6;8;85;8;0
1;1;6;7;7;6;6;2;8;8;3;8;10;1;4;7;85;8;0
0;5;9;8;6;6;6;8;7;7;7;7;8;9;4;6;85;8;0
0;4;8;10;9;10;8;7;8;9;9;7;10;1;5;10;83;8;0
0;5;5;7;8;7;7;8;8;7;8;6;7;9;1;1;82;8;0
0;10;4;8;8;9;6;7;10;8;7;7;2;2;5;5;81;8;0
0;0;2;4;6;4;3;9;8;9;8;9;2;5;9;7;78;8;0
1;8;5;9;9;6;6;8;10;10;8;7;8;5;2;4;77;8;0
1;6;6;7;8;6;9;8;9;8;9;9;10;6;6;7;76;8;0
1;3;6;8;9;8;6;7;8;8;9;8;5;7;6;6;76;8;0
1;3;7;9;9;7;6;7;7;10;9;9;7;9;6;5;76;8;0
1;1;7;7;7;7;7;7;9;8;8;8;9;6;1;3;76;8;0
1;7;4;6;9;7;8;7;9;10;6;8;7;3;6;5;75;8;0
1;2;8;8;8;7;8;8;8;8;8;8;5;6;1;1;75;8;0
1;2;3;4;4;3;3;9;9;9;9;9;6;7;9;9;74;8;0
1;6;6;8;10;7;9;8;10;10;6;8;6;4;6;4;74;8;0
0;3;3;5;6;4;6;6;7;5;5;6;2;2;2;3;74;8;0
0;0;6;8;9;9;7;7;9;9;8;9;7;6;8;10;73;8;0
1;6;4;5;5;6;5;7;8;9;8;9;8;8;6;9;73;8;0
1;0;7;9;9;8;9;6;8;9;9;7;6;7;8;5;73;8;0
0;3;10;10;10;10;9;10;10;8;9;8;4;7;6;4;73;8;0
1;4;2;2;5;1;7;7;7;9;6;7;7;4;2;2;73;8;0
1;0;4;6;6;5;4;6;10;10;8;8;6;7;8;10;72;8;0
1;5;8;7;6;6;8;8;9;10;9;8;8;9;4;6;72;8;0
1;1;10;10;10;10;10;7;2;8;8;5;7;7;6;5;72;8;0
1;14;7;6;7;6;9;7;9;8;7;7;6;2;7;3;72;8;0
1;2;9;10;8;9;7;6;8;9;6;8;8;1;3;4;71;8;0
1;4;5;7;7;6;6;8;8;8;8;8;8;6;7;3;71;8;0
1;4;8;8;8;7;7;7;10;10;10;10;2;1;10;9;68;8;0
1;5;5;6;6;5;5;7;6;9;7;7;5;5;9;9;68;8;0
1;1;7;7;6;8;7;6;10;7;7;7;8;8;6;9;68;8;0
0;1;3;7;4;4;3;8;8;8;8;8;4;4;6;9;68;8;0
0;4;7;10;10;10;10;8;8;8;7;7;6;5;7;7;68;8;0
0;8;6;8;6;6;8;8;9;8;8;8;9;8;4;3;68;8;0
1;4;4;10;10;8;5;9;8;8;10;5;9;5;5;5;67;8;0
0;3;6;7;8;8;9;5;10;10;9;9;6;8;6;9;65;8;0
1;10;8;10;8;8;8;7;9;9;6;7;3;4;5;9;65;8;0
0;1;1;10;10;7;10;7;8;8;7;6;4;2;5;7;65;8;0
0;2;3;8;8;6;7;9;8;9;9;9;6;4;5;6;65;8;0
1;2;7;10;10;5;5;4;8;10;7;7;8;8;8;5;65;8;0
1;5;5;9;8;7;8;1;7;8;8;8;6;6;5;5;65;8;0
0;7;5;5;9;6;5;7;10;8;8;6;2;2;5;5;65;8;0
0;6;8;9;9;9;9;9;7;6;8;5;3;8;1;5;65;8;0
0;10;7;9;9;6;7;8;10;8;8;8;4;7;6;4;65;8;0
0;4;8;8;8;10;8;8;5;7;7;6;4;1;4;3;65;8;0
0;2;7;5;7;8;7;8;9;8;7;6;2;1;1;2;65;8;0
0;7;7;10;10;10;10;6;10;10;10;10;6;8;6;9;64;8;0
0;8;6;8;8;6;8;5;10;10;10;10;6;8;6;9;64;8;0
0;2;2;1;4;1;6;7;5;6;6;8;8;8;6;8;64;8;0
0;6;5;8;9;8;8;8;8;8;8;8;1;7;4;7;64;8;0
0;4;1;2;8;1;8;7;7;8;7;8;5;8;5;5;64;8;0
1;8;6;8;8;6;6;8;8;8;8;8;5;3;3;5;64;8;0
0;3;6;7;8;4;10;8;6;7;5;7;10;5;1;5;64;8;0
1;1;8;8;8;8;7;5;9;9;8;8;8;1;3;4;64;8;0
1;1;9;4;5;2;2;8;9;10;9;10;8;5;2;4;64;8;0
1;1;6;7;7;7;7;6;10;9;7;8;2;9;1;4;64;8;0
0;1;7;4;9;6;7;6;7;9;7;8;2;2;2;3;64;8;0
0;1;5;9;9;8;8;8;8;8;8;7;5;2;2;2;64;8;0
1;2;5;7;9;7;5;6;6;9;8;8;8;2;1;6;63;8;0
1;7;5;7;6;5;5;8;7;7;7;7;8;5;7;9;62;8;0
0;3;3;5;6;4;7;8;7;7;7;7;8;8;8;6;62;8;0
0;7;6;6;6;2;5;8;8;9;7;8;5;3;5;3;62;8;0
0;0;2;5;5;5;10;8;6;7;8;6;6;8;8;9;61;8;0
1;2;5;6;5;5;5;6;10;9;8;8;5;7;6;6;61;8;0
1;7;5;8;7;6;6;9;8;9;8;9;6;8;5;6;61;8;0
0;2;5;8;7;5;6;7;6;8;6;7;10;5;1;5;61;8;0
0;2;5;7;10;5;7;8;7;7;8;2;6;7;1;3;61;8;0
0;2;5;8;8;10;7;9;10;9;10;9;10;1;5;10;59;8;0
0;1;8;7;9;9;8;5;8;7;7;8;10;1;5;8;59;8;0
0;2;7;10;10;7;9;9;5;6;7;6;10;7;1;7;59;8;0
1;5;7;8;7;8;7;8;9;10;6;10;10;8;6;6;59;8;0
0;7;7;7;8;6;5;6;5;5;3;5;5;8;5;5;59;8;0
0;1;7;8;8;8;8;10;10;10;9;10;4;7;6;4;59;8;0
0;3;7;7;7;7;7;8;4;7;6;7;6;7;1;3;59;8;0
1;2;9;5;6;7;6;7;10;10;7;9;9;6;1;3;59;8;0
0;3;5;7;7;6;7;6;8;8;6;8;7;4;10;9;58;8;0
1;1;8;8;8;7;6;7;9;9;8;8;6;1;10;9;58;8;0
0;4;4;8;6;2;5;9;6;5;9;7;7;7;2;7;58;8;0
1;2;8;10;8;6;8;8;10;10;8;8;2;9;1;4;58;8;0
1;6;8;7;9;6;9;9;9;10;10;7;2;9;1;4;58;8;0
0;2;6;7;8;7;9;8;9;7;7;5;7;1;8;2;58;8;0
0;17;2;3;3;3;3;8;7;8;5;5;2;1;10;10;57;8;0
0;6;4;7;7;7;7;8;8;8;8;8;5;8;5;5;57;8;0
1;2;8;8;8;7;8;9;9;9;9;9;8;6;7;3;57;8;0
1;2;6;6;6;5;5;7;6;8;8;10;9;1;9;10;56;8;0
1;5;4;5;5;7;7;7;9;9;8;9;6;9;1;10;56;8;0
1;2;5;7;6;5;5;6;8;10;9;10;2;1;8;8;56;8;0
1;1;6;7;6;7;5;7;10;10;10;8;5;7;6;6;56;8;0
0;5;6;7;6;4;4;8;8;8;8;7;6;8;6;5;56;8;0
1;3;2;4;4;5;4;8;10;10;8;8;6;4;6;4;56;8;0
0;0;8;5;7;10;7;4;8;7;7;6;7;7;2;7;55;8;0
1;6;2;5;4;1;4;10;10;7;8;5;7;1;6;6;55;8;0
0;5;7;7;8;8;6;8;7;8;9;7;8;6;2;4;55;8;0
1;0;4;8;7;7;6;8;5;7;10;7;5;8;5;3;55;8;0
0;1;5;8;9;4;8;8;8;9;7;7;5;3;5;3;55;8;0
0;3;4;4;7;4;4;7;4;4;9;8;8;6;1;2;55;8;0
0;22;7;7;8;6;8;9;8;9;8;8;7;6;8;10;54;8;0
0;0;7;9;9;7;10;7;10;6;7;6;6;8;8;9;54;8;0
1;1;4;8;6;5;5;5;9;9;9;9;8;8;6;9;54;8;0
1;11;3;7;8;2;6;10;9;8;8;8;5;6;8;7;54;8;0
0;7;4;10;10;6;10;7;8;9;9;9;6;4;5;6;54;8;0
0;1;7;8;7;8;5;7;8;10;7;7;9;5;6;5;54;8;0
1;9;5;1;5;4;5;10;10;10;7;7;6;6;3;3;54;8;0
1;1;9;10;10;10;9;5;10;8;8;8;5;6;1;1;54;8;0
1;9;7;8;8;8;7;6;6;6;6;6;4;8;10;10;53;8;0
1;3;3;3;5;7;6;9;9;8;9;7;9;9;4;10;53;8;0
0;3;5;8;9;9;9;3;9;7;6;8;7;4;10;9;53;8;0
1;3;3;9;7;6;8;5;8;9;9;9;2;1;8;8;53;8;0
0;2;8;7;7;7;8;7;9;9;9;8;8;7;8;7;53;8;0
0;2;5;7;6;4;5;7;8;8;7;7;7;5;2;6;53;8;0
0;1;7;10;10;4;10;7;8;8;9;8;8;6;5;5;53;8;0
0;1;4;6;8;6;6;10;8;8;8;5;2;2;2;3;53;8;0
1;1;4;7;8;5;4;6;8;7;6;7;6;8;8;7;52;8;0
0;2;4;7;7;4;8;10;8;8;8;9;8;8;6;7;52;8;0
1;2;7;8;7;8;6;8;9;9;7;8;5;7;6;6;52;8;0
0;5;7;6;6;5;6;7;8;5;8;6;10;8;3;5;52;8;0
1;6;3;4;6;2;3;6;5;8;4;6;8;2;6;2;52;8;0
1;0;7;9;7;8;7;7;8;8;7;7;8;8;8;7;51;8;0
1;7;10;9;9;9;9;2;7;6;8;6;7;7;7;7;51;8;0
1;3;9;9;10;9;10;9;7;8;7;7;7;9;6;7;51;8;0
1;3;10;10;10;9;8;4;9;9;4;9;10;7;9;5;51;8;0
0;4;6;7;7;6;8;9;9;8;7;7;4;6;6;5;51;8;0
0;8;5;9;8;6;6;7;8;7;7;7;9;5;5;5;51;8;0
0;5;6;7;8;9;9;8;8;8;8;8;3;8;8;8;49;8;0
0;7;6;4;6;8;8;8;8;8;8;8;1;7;4;7;49;8;0
0;1;7;4;4;4;4;5;6;7;7;6;7;7;2;7;49;8;0
0;7;4;7;10;3;10;9;8;8;8;7;4;6;6;5;49;8;0
0;5;6;9;9;7;8;8;8;8;7;7;3;7;7;4;49;8;0
0;3;6;6;7;7;7;7;9;9;9;9;7;6;8;10;48;8;0
1;0;6;7;7;7;6;7;7;9;8;8;9;9;4;10;48;8;0
1;7;5;9;7;5;9;8;8;8;6;8;3;3;4;9;48;8;0
1;5;5;5;5;5;5;8;8;8;8;10;5;6;8;7;48;8;0
0;0;2;5;7;7;6;7;8;7;6;6;4;2;5;7;48;8;0
0;4;6;7;8;7;9;9;9;9;8;8;10;7;1;7;48;8;0
0;2;7;6;6;7;4;6;10;7;7;7;7;6;8;5;48;8;0
0;6;6;7;8;7;8;8;8;8;8;6;3;4;6;4;48;8;0
0;1;3;6;7;5;4;9;10;10;10;8;10;1;5;10;47;8;0
1;5;8;7;9;8;3;9;8;8;8;8;3;4;5;9;47;8;0
1;1;3;5;7;5;7;8;6;6;6;6;5;9;4;9;47;8;0
1;1;5;7;8;7;9;8;8;8;8;8;7;9;6;7;47;8;0
0;0;2;8;8;3;8;8;8;7;8;7;7;8;6;6;47;8;0
0;3;2;9;9;9;2;10;7;9;8;6;6;7;1;3;47;8;0
0;15;3;7;7;6;8;6;10;7;5;5;9;1;1;2;47;8;0
0;2;5;6;6;4;4;8;8;8;7;7;2;1;1;2;47;8;0
1;7;5;6;8;4;5;8;8;8;8;3;9;6;2;1;47;8;0
0;0;8;7;8;8;6;4;7;6;4;6;6;8;8;9;46;8;0
1;6;2;8;9;4;3;9;9;9;8;9;9;6;7;7;46;8;0
1;0;4;7;7;6;6;6;7;8;7;8;8;7;5;6;46;8;0
0;23;5;8;9;5;8;8;8;8;7;8;4;8;6;5;46;8;0
0;2;7;9;8;9;7;10;10;10;10;10;4;7;6;4;46;8;0
0;4;5;10;10;7;10;7;10;10;10;10;6;8;6;9;45;8;0
0;6;5;7;8;7;7;8;9;9;9;8;8;8;6;7;45;8;0
0;1;4;8;8;8;6;10;7;6;10;7;8;8;6;7;45;8;0
1;1;10;7;6;10;7;4;8;8;8;6;9;8;8;6;45;8;0
0;7;7;7;8;7;10;6;7;7;8;6;3;8;1;5;45;8;0
1;14;7;6;8;7;7;7;9;8;9;8;6;2;7;3;45;8;0
1;3;5;6;5;4;5;10;10;10;7;9;6;6;3;3;45;8;0
1;0;5;8;8;7;7;10;10;10;10;9;5;5;9;9;44;8;0
0;6;8;9;8;7;8;7;10;10;10;9;6;8;6;9;44;8;0
1;6;7;10;10;10;9;8;9;8;7;8;5;6;6;8;44;8;0
0;5;9;8;8;7;8;8;9;9;8;8;8;9;2;8;44;8;0
0;1;7;8;8;7;8;8;9;9;8;8;8;4;5;7;44;8;0
0;6;5;8;8;6;6;7;7;8;8;8;7;8;3;7;44;8;0
1;5;7;8;9;10;6;10;9;8;8;8;10;8;6;6;44;8;0
1;5;7;6;7;7;7;8;8;10;6;7;9;8;1;5;44;8;0
0;4;8;7;8;8;8;8;7;7;8;5;9;1;4;9;43;8;0
0;6;4;6;7;5;8;8;9;10;7;6;7;3;9;7;43;8;0
1;4;3;7;7;5;5;7;8;7;8;9;9;6;7;7;43;8;0
0;2;9;7;9;9;8;8;10;10;10;10;10;1;5;10;42;8;0
1;1;9;8;9;7;7;7;10;10;7;9;2;1;10;9;42;8;0
1;1;5;7;6;7;5;6;8;8;5;7;7;7;7;9;42;8;0
1;1;6;7;8;8;7;6;9;9;9;7;1;3;4;9;42;8;0
0;3;2;2;6;5;4;10;7;9;8;7;5;4;8;8;42;8;0
0;2;4;8;8;7;8;7;7;7;6;8;8;8;6;7;42;8;0
1;9;1;3;8;5;5;8;8;8;8;8;3;4;6;5;42;8;0
1;1;4;8;8;5;7;5;7;8;6;9;5;9;8;4;42;8;0
0;1;7;6;7;10;9;10;8;8;9;9;10;8;3;3;42;8;0
0;3;3;5;7;4;8;5;8;9;8;7;8;7;5;2;42;8;0
0;4;7;7;7;7;6;9;10;7;7;10;8;9;4;1;42;8;0
0;8;7;8;10;7;10;6;9;8;7;9;4;3;9;9;41;8;0
1;2;9;6;7;6;5;9;7;7;9;6;10;6;6;7;41;8;0
0;4;6;6;8;8;8;8;8;8;8;8;1;7;4;7;41;8;0
0;4;6;8;7;7;7;8;8;8;7;8;1;7;4;7;41;8;0
0;1;10;5;8;6;9;7;7;7;7;7;7;7;2;7;41;8;0
0;0;2;6;7;4;6;10;10;10;10;10;6;5;6;5;41;8;0
1;4;6;8;8;7;7;9;10;10;9;10;9;5;2;5;41;8;0
0;3;9;8;9;9;9;8;8;8;9;6;5;6;5;4;41;8;0
1;1;7;7;7;7;7;10;5;8;6;9;3;10;4;4;41;8;0
0;4;4;4;7;6;7;9;8;7;7;6;5;3;5;3;41;8;0
0;2;6;6;7;6;6;6;10;9;8;9;7;1;8;2;41;8;0
0;1;3;2;10;10;10;7;8;7;8;7;8;6;7;2;41;8;0
1;3;5;5;5;5;5;4;4;4;10;4;10;3;10;9;39;8;0
1;5;10;10;10;10;8;9;9;9;9;8;9;5;9;9;39;8;0
1;3;2;8;8;9;7;8;10;10;9;10;1;3;4;9;39;8;0
1;7;5;8;9;6;8;7;7;10;9;10;8;7;5;8;39;8;0
1;3;6;5;8;7;8;9;8;8;6;8;6;7;8;7;39;8;0
1;2;5;8;10;7;9;5;9;9;8;9;10;3;10;5;39;8;0
1;4;4;7;7;9;4;8;8;8;8;8;6;4;6;4;39;8;0
1;3;6;5;7;6;6;9;9;8;10;8;2;9;1;4;39;8;0
0;3;8;10;10;9;10;2;8;8;9;7;5;3;5;3;39;8;0
1;0;6;5;7;7;9;6;7;8;7;9;7;8;1;3;39;8;0
0;0;65;8;8;6;7;10;8;10;9;5;2;8;1;2;39;8;0
1;9;7;7;7;7;7;6;8;8;8;8;3;5;1;2;39;8;0
1;5;6;8;9;5;8;9;9;9;7;8;2;1;10;9;38;8;0
1;2;8;8;8;7;9;8;9;10;7;7;9;7;7;8;38;8;0
0;2;8;9;10;7;7;8;8;8;7;9;10;7;1;7;38;8;0
0;5;8;10;10;9;10;8;8;8;8;10;2;2;8;5;38;8;0
0;4;4;4;6;5;10;7;9;7;8;5;7;7;1;4;38;8;0
0;4;6;6;7;6;6;10;9;9;10;8;9;8;4;3;38;8;0
1;3;7;7;8;6;9;7;9;8;7;8;9;6;1;3;38;8;0
0;3;7;9;8;7;8;7;7;8;6;9;3;9;8;2;38;8;0
0;4;3;7;6;4;6;10;10;10;10;10;4;8;3;2;38;8;0
0;1;7;6;7;7;7;5;5;7;5;9;5;9;6;8;37;8;0
0;2;1;1;1;1;1;8;9;9;9;9;2;1;6;2;37;8;0
0;3;6;9;10;8;10;8;7;4;9;4;9;6;5;9;36;8;0
1;4;5;9;8;6;5;7;7;8;8;8;10;5;8;7;36;8;0
0;1;7;7;7;8;7;8;5;7;8;9;7;8;4;6;36;8;0
1;12;5;10;7;7;4;8;8;8;8;8;3;4;6;5;36;8;0
0;0;8;9;9;9;8;5;7;9;8;8;6;9;3;5;36;8;0
0;4;6;8;7;5;4;7;6;6;5;6;10;5;1;5;36;8;0
0;4;6;7;8;8;7;8;10;8;10;8;4;7;6;4;36;8;0
0;20;5;7;2;2;4;9;8;8;10;9;7;6;4;4;36;8;0
1;1;5;7;8;5;9;7;10;10;10;7;2;9;1;4;36;8;0
1;14;8;8;8;9;9;7;9;9;7;8;6;2;7;3;36;8;0
0;5;6;3;7;4;5;9;8;7;7;8;3;3;3;3;36;8;0
0;0;4;8;8;6;8;9;9;9;8;9;8;6;5;5;35;8;0
0;0;9;7;8;8;9;5;10;9;9;5;6;1;7;4;35;8;0
1;2;5;7;7;6;7;7;8;8;5;8;4;5;2;3;35;8;0
0;5;7;7;8;8;6;9;9;9;8;8;2;1;1;2;35;8;0
1;3;5;6;7;7;6;9;9;9;8;9;2;1;10;9;34;8;0
1;2;6;7;6;7;6;9;8;10;8;9;9;7;7;8;34;8;0
0;10;6;8;7;7;8;9;8;7;8;5;7;2;7;8;34;8;0
0;5;8;8;8;8;8;8;7;4;6;6;9;7;9;6;34;8;0
1;5;5;10;8;8;7;6;8;9;9;10;7;6;7;5;34;8;0
0;4;7;7;7;6;7;7;10;8;7;7;2;2;5;5;34;8;0
0;2;6;7;9;9;10;9;8;8;9;6;7;6;3;4;34;8;0
0;2;6;7;8;7;6;6;7;7;5;3;2;2;2;3;34;8;0
0;2;2;4;5;5;5;6;9;8;7;9;8;6;1;2;34;8;0
1;5;8;7;4;6;6;8;8;8;8;8;10;1;9;1;34;8;0
1;1;4;8;7;3;7;9;8;8;8;8;5;9;4;9;33;8;0
1;2;8;8;8;9;9;6;8;8;8;8;9;9;9;8;33;8;0
0;4;4;8;8;5;5;10;7;8;8;10;3;8;8;8;33;8;0
1;6;6;6;7;9;7;4;10;10;10;10;5;1;7;7;33;8;0
0;1;5;7;6;5;7;9;9;8;8;7;8;8;6;7;33;8;0
0;1;6;5;5;5;8;10;9;9;7;7;7;7;2;7;33;8;0
0;2;6;8;8;8;8;8;8;8;9;9;4;10;7;5;33;8;0
1;5;7;7;7;9;8;7;10;9;9;7;9;1;10;10;32;8;0
0;3;8;7;8;8;8;5;10;10;5;5;10;4;7;10;32;8;0
0;2;5;5;5;5;5;7;9;10;9;10;10;1;5;10;32;8;0
1;0;5;7;6;5;5;8;8;8;8;8;8;9;8;8;32;8;0
1;1;7;7;8;7;8;7;8;8;7;7;7;9;6;7;32;8;0
0;0;5;6;7;6;7;10;9;8;8;6;10;7;1;7;32;8;0
0;0;5;8;8;5;8;7;9;9;9;7;6;4;5;6;32;8;0
1;3;5;10;10;5;5;8;7;8;8;8;7;7;4;6;32;8;0
1;3;3;8;5;4;5;8;8;7;8;6;6;1;6;4;32;8;0
1;1;6;7;7;7;7;5;8;8;7;7;6;5;4;4;32;8;0
1;0;10;10;10;10;7;6;8;7;9;7;7;8;1;3;32;8;0
0;3;5;8;8;9;9;8;10;9;9;9;3;9;8;2;32;8;0
1;6;6;8;6;8;6;7;9;9;9;9;10;1;10;10;31;8;0
1;3;7;6;6;5;6;7;10;9;9;9;9;1;10;10;31;8;0
1;8;7;6;5;4;4;7;7;8;7;7;4;8;8;10;31;8;0
1;0;4;4;5;5;5;7;7;6;6;6;9;9;4;10;31;8;0
1;1;5;8;7;5;6;7;9;9;8;9;7;5;9;9;31;8;0
1;3;6;8;8;7;6;8;8;8;8;8;7;5;9;9;31;8;0
0;5;2;6;7;5;7;8;8;8;8;8;3;8;8;8;31;8;0
0;7;6;8;6;7;6;8;8;8;7;8;9;8;5;8;31;8;0
0;4;2;3;4;4;6;8;7;8;6;6;2;5;9;7;31;8;0
0;7;5;6;8;2;9;7;9;8;7;6;7;3;9;7;31;8;0
1;2;7;8;8;9;9;7;7;6;8;7;8;3;7;7;31;8;0
0;7;8;7;8;6;7;7;8;7;4;6;7;5;2;6;31;8;0
0;0;6;7;8;7;9;8;10;10;8;7;2;3;1;3;31;8;0
0;0;5;7;7;7;7;8;8;8;8;8;6;5;7;10;29;8;0
1;6;8;8;8;7;7;8;10;10;10;9;9;8;8;9;29;8;0
1;2;4;5;6;4;6;7;9;9;8;9;7;5;8;8;29;8;0
0;0;5;6;6;3;3;8;8;7;8;7;5;4;8;8;29;8;0
0;0;6;8;10;7;7;8;8;8;8;8;4;8;4;8;29;8;0
1;3;6;6;6;6;6;7;7;8;8;8;1;7;6;7;29;8;0
1;6;4;7;7;7;7;7;8;8;8;7;5;6;5;6;29;8;0
1;7;7;7;5;3;3;6;6;6;6;5;8;8;8;5;29;8;0
0;3;6;10;10;2;10;9;7;7;9;7;8;6;5;5;29;8;0
0;1;7;8;7;9;7;9;6;6;7;6;3;8;1;5;29;8;0
0;1;4;6;6;6;6;8;8;8;8;8;7;8;3;7;28;8;0
0;1;7;5;5;3;3;8;10;9;8;5;9;6;5;3;28;8;0
1;7;6;9;7;6;9;7;9;9;6;6;5;6;6;1;28;8;0
0;8;4;8;8;5;5;7;8;8;8;7;9;9;5;8;27;8;0
1;2;7;7;6;6;6;4;9;8;5;9;4;7;3;8;27;8;0
1;9;4;9;8;7;9;7;8;9;9;8;7;7;9;7;27;8;0
1;2;6;8;8;3;3;8;6;8;7;8;10;5;8;7;27;8;0
1;4;7;7;9;7;6;8;8;7;7;6;9;7;5;7;27;8;0
1;5;7;9;9;8;8;8;9;9;8;8;6;8;5;6;27;8;0
0;3;6;7;7;7;8;9;8;8;8;7;3;4;6;4;27;8;0
0;2;5;6;7;6;9;7;7;8;8;6;8;3;5;4;27;8;0
0;2;6;8;9;7;7;9;9;9;9;9;2;1;6;2;27;8;0
0;1;7;8;8;5;5;7;8;8;4;4;2;8;1;2;27;8;0
1;4;8;7;8;7;5;6;10;10;9;10;1;3;4;9;26;8;0
1;1;7;4;7;3;7;6;8;8;8;7;9;9;9;8;26;8;0
0;28;7;9;9;6;8;8;8;6;7;7;6;8;7;8;26;8;0
1;3;6;5;6;7;8;5;8;8;7;8;4;7;3;8;26;8;0
1;3;6;6;7;9;7;8;7;8;8;9;8;7;6;6;26;8;0
1;8;6;6;5;5;6;8;9;8;8;8;7;9;6;5;26;8;0
1;7;5;8;9;8;8;7;7;8;8;5;9;5;5;5;26;8;0
0;7;7;7;8;8;5;5;8;9;8;8;6;9;3;5;26;8;0
0;1;4;5;6;7;6;7;8;7;7;8;3;7;3;4;26;8;0
0;6;4;8;7;7;6;9;8;7;9;7;4;4;6;9;25;8;0
0;2;6;8;8;8;9;8;8;8;8;8;5;4;8;8;25;8;0
1;7;3;6;2;2;2;8;7;7;6;7;7;1;6;6;25;8;0
1;3;4;7;7;5;5;8;9;9;8;8;7;9;6;5;25;8;0
1;2;6;7;8;7;9;7;8;9;7;8;3;4;6;5;25;8;0
0;2;7;8;9;7;8;6;7;8;7;9;9;1;2;2;25;8;0
0;14;6;7;7;6;7;6;10;7;5;5;9;1;1;2;25;8;0
0;0;6;9;8;6;10;8;8;8;8;8;6;5;7;10;24;8;0
1;4;6;3;6;7;10;7;7;9;8;7;9;9;4;10;24;8;0
1;1;5;7;7;5;5;8;9;9;9;9;3;4;5;9;24;8;0
0;7;5;4;6;3;7;8;8;8;8;8;3;4;5;7;24;8;0
1;5;5;6;6;6;5;8;6;7;6;6;10;6;4;6;24;8;0
1;1;5;10;9;5;6;8;8;8;8;9;7;3;6;5;24;8;0
1;5;7;9;9;7;6;8;8;9;9;10;2;6;4;5;24;8;0
1;2;7;6;6;5;5;2;5;9;5;10;2;6;4;5;24;8;0
1;10;5;9;6;5;6;7;7;8;7;7;5;3;3;5;24;8;0
0;5;8;8;9;9;10;7;9;9;7;6;6;1;7;4;24;8;0
1;1;10;10;10;9;9;8;10;8;8;8;5;6;1;1;24;8;0
1;2;6;8;7;6;5;8;8;10;10;9;5;5;9;9;23;8;0
1;7;4;7;7;6;6;8;7;7;7;7;5;5;9;9;23;8;0
1;5;6;6;7;5;7;5;10;9;7;7;1;3;4;9;23;8;0
1;5;6;7;6;5;5;9;9;9;9;10;5;6;8;7;23;8;0
0;3;5;8;10;8;8;8;9;9;8;8;6;5;7;7;23;8;0
1;5;8;6;7;6;7;2;10;8;10;8;10;7;4;7;23;8;0
1;1;9;8;8;8;8;8;8;8;7;8;10;1;4;7;23;8;0
0;5;6;8;7;6;5;7;8;8;7;7;9;5;5;5;23;8;0
0;1;8;8;8;7;8;9;8;8;8;8;8;6;2;4;23;8;0
0;6;5;7;6;8;5;5;9;8;7;6;1;3;6;2;23;8;0
0;8;8;8;8;7;7;5;8;8;10;5;4;8;1;1;23;8;0
1;4;5;4;3;7;4;5;7;6;6;6;3;7;9;10;22;8;0
1;8;6;9;10;10;8;9;9;9;9;9;1;9;7;10;22;8;0
1;1;9;9;8;9;9;6;8;8;7;7;8;8;6;9;22;8;0
